 -1.90823000e+01 -6.60500000e-01 1.32890000e+00
 -1.80947000e+01 -6.60500000e-01 1.32890000e+00
 -1.71070000e+01 -6.60500000e-01 1.32890000e+00
 -1.61194000e+01 -6.60500000e-01 1.32890000e+00
 -1.51317000e+01 -6.60500000e-01 1.32890000e+00
 -1.41441000e+01 -6.60500000e-01 1.32890000e+00
 -1.31564000e+01 -6.60500000e-01 1.32890000e+00
 -1.21688000e+01 -6.60500000e-01 1.32890000e+00
 -1.11811000e+01 -6.60500000e-01 1.32890000e+00
 -1.01935000e+01 -6.60500000e-01 1.32890000e+00
 -9.20580000e+00 -6.60500000e-01 1.32890000e+00
 -8.21810000e+00 -6.60500000e-01 1.32890000e+00
 -7.23050000e+00 -6.60500000e-01 1.32890000e+00
 -6.24280000e+00 -6.60500000e-01 1.32890000e+00
 -5.25520000e+00 -6.60500000e-01 1.32890000e+00
 -4.26750000e+00 -6.60500000e-01 1.32890000e+00
 -3.27990000e+00 -6.60500000e-01 1.32890000e+00
 -2.29220000e+00 -6.60500000e-01 1.32890000e+00
 -1.30460000e+00 -6.60500000e-01 1.32890000e+00
 -3.16900000e-01 -6.60500000e-01 1.32890000e+00
 6.70700000e-01 -6.60500000e-01 1.32890000e+00
 1.65840000e+00 -6.60500000e-01 1.32890000e+00
 2.64600000e+00 -6.60500000e-01 1.32890000e+00
 3.63370000e+00 -6.60500000e-01 1.32890000e+00
 4.62140000e+00 -6.60500000e-01 1.32890000e+00
 5.60900000e+00 -6.60500000e-01 1.32890000e+00
 6.59670000e+00 -6.60500000e-01 1.32890000e+00
 7.58430000e+00 -6.60500000e-01 1.32890000e+00
 8.57200000e+00 -6.60500000e-01 1.32890000e+00
 9.55960000e+00 -6.60500000e-01 1.32890000e+00
 1.05473000e+01 -6.60500000e-01 1.32890000e+00
 1.15349000e+01 -6.60500000e-01 1.32890000e+00
 1.25226000e+01 -6.60500000e-01 1.32890000e+00
 1.35102000e+01 -6.60500000e-01 1.32890000e+00
 1.44979000e+01 -6.60500000e-01 1.32890000e+00
 1.54856000e+01 -6.60500000e-01 1.32890000e+00
 1.64732000e+01 -6.60500000e-01 1.32890000e+00
 1.74609000e+01 -6.60500000e-01 1.32890000e+00
 1.84485000e+01 -6.60500000e-01 1.32890000e+00
 1.94362000e+01 -6.60500000e-01 1.32890000e+00
 -1.90823000e+01 -1.38100000e+00 1.98680000e+00
 -1.80947000e+01 -1.38100000e+00 1.98680000e+00
 -1.71070000e+01 -1.38100000e+00 1.98680000e+00
 -1.61194000e+01 -1.38100000e+00 1.98680000e+00
 -1.51317000e+01 -1.38100000e+00 1.98680000e+00
 -1.41441000e+01 -1.38100000e+00 1.98680000e+00
 -1.31564000e+01 -1.38100000e+00 1.98680000e+00
 -1.21688000e+01 -1.38100000e+00 1.98680000e+00
 -1.11811000e+01 -1.38100000e+00 1.98680000e+00
 -1.01935000e+01 -1.38100000e+00 1.98680000e+00
 -9.20580000e+00 -1.38100000e+00 1.98680000e+00
 -8.21810000e+00 -1.38100000e+00 1.98680000e+00
 -7.23050000e+00 -1.38100000e+00 1.98680000e+00
 -6.24280000e+00 -1.38100000e+00 1.98680000e+00
 -5.25520000e+00 -1.38100000e+00 1.98680000e+00
 -4.26750000e+00 -1.38100000e+00 1.98680000e+00
 -3.27990000e+00 -1.38100000e+00 1.98680000e+00
 -2.29220000e+00 -1.38100000e+00 1.98680000e+00
 -1.30460000e+00 -1.38100000e+00 1.98680000e+00
 -3.16900000e-01 -1.38100000e+00 1.98680000e+00
 6.70700000e-01 -1.38100000e+00 1.98680000e+00
 1.65840000e+00 -1.38100000e+00 1.98680000e+00
 2.64600000e+00 -1.38100000e+00 1.98680000e+00
 3.63370000e+00 -1.38100000e+00 1.98680000e+00
 4.62140000e+00 -1.38100000e+00 1.98680000e+00
 5.60900000e+00 -1.38100000e+00 1.98680000e+00
 6.59670000e+00 -1.38100000e+00 1.98680000e+00
 7.58430000e+00 -1.38100000e+00 1.98680000e+00
 8.57200000e+00 -1.38100000e+00 1.98680000e+00
 9.55960000e+00 -1.38100000e+00 1.98680000e+00
 1.05473000e+01 -1.38100000e+00 1.98680000e+00
 1.15349000e+01 -1.38100000e+00 1.98680000e+00
 1.25226000e+01 -1.38100000e+00 1.98680000e+00
 1.35102000e+01 -1.38100000e+00 1.98680000e+00
 1.44979000e+01 -1.38100000e+00 1.98680000e+00
 1.54856000e+01 -1.38100000e+00 1.98680000e+00
 1.64732000e+01 -1.38100000e+00 1.98680000e+00
 1.74609000e+01 -1.38100000e+00 1.98680000e+00
 1.84485000e+01 -1.38100000e+00 1.98680000e+00
 1.94362000e+01 -1.38100000e+00 1.98680000e+00
 -1.90823000e+01 -2.10140000e+00 2.64460000e+00
 -1.80947000e+01 -2.10140000e+00 2.64460000e+00
 -1.71070000e+01 -2.10140000e+00 2.64460000e+00
 -1.61194000e+01 -2.10140000e+00 2.64460000e+00
 -1.51317000e+01 -2.10140000e+00 2.64460000e+00
 -1.41441000e+01 -2.10140000e+00 2.64460000e+00
 -1.31564000e+01 -2.10140000e+00 2.64460000e+00
 -1.21688000e+01 -2.10140000e+00 2.64460000e+00
 -1.11811000e+01 -2.10140000e+00 2.64460000e+00
 -1.01935000e+01 -2.10140000e+00 2.64460000e+00
 -9.20580000e+00 -2.10140000e+00 2.64460000e+00
 -8.21810000e+00 -2.10140000e+00 2.64460000e+00
 -7.23050000e+00 -2.10140000e+00 2.64460000e+00
 -6.24280000e+00 -2.10140000e+00 2.64460000e+00
 -5.25520000e+00 -2.10140000e+00 2.64460000e+00
 -4.26750000e+00 -2.10140000e+00 2.64460000e+00
 -3.27990000e+00 -2.10140000e+00 2.64460000e+00
 -2.29220000e+00 -2.10140000e+00 2.64460000e+00
 -1.30460000e+00 -2.10140000e+00 2.64460000e+00
 -3.16900000e-01 -2.10140000e+00 2.64460000e+00
 6.70700000e-01 -2.10140000e+00 2.64460000e+00
 1.65840000e+00 -2.10140000e+00 2.64460000e+00
 2.64600000e+00 -2.10140000e+00 2.64460000e+00
 3.63370000e+00 -2.10140000e+00 2.64460000e+00
 4.62140000e+00 -2.10140000e+00 2.64460000e+00
 5.60900000e+00 -2.10140000e+00 2.64460000e+00
 6.59670000e+00 -2.10140000e+00 2.64460000e+00
 7.58430000e+00 -2.10140000e+00 2.64460000e+00
 8.57200000e+00 -2.10140000e+00 2.64460000e+00
 9.55960000e+00 -2.10140000e+00 2.64460000e+00
 1.05473000e+01 -2.10140000e+00 2.64460000e+00
 1.15349000e+01 -2.10140000e+00 2.64460000e+00
 1.25226000e+01 -2.10140000e+00 2.64460000e+00
 1.35102000e+01 -2.10140000e+00 2.64460000e+00
 1.44979000e+01 -2.10140000e+00 2.64460000e+00
 1.54856000e+01 -2.10140000e+00 2.64460000e+00
