     1.00000   135.00000    13.03030
     1.00000   135.00000    12.41315
     1.00000   135.00000    11.83371
     1.00000   135.00000    11.29779
     1.00000   135.00000    10.81186
     1.00000   135.00000    10.38293
     1.00000   135.00000    10.01835
     1.00000   135.00000     9.72534
     1.00000   135.00000     9.51052
     1.00000   135.00000     9.37926
     1.00000   135.00000     9.33510
     1.00000   135.00000     9.37926
     1.00000   135.00000     9.51052
     1.00000   135.00000     9.72534
     1.00000   135.00000    10.01835
     1.00000   135.00000    10.38293
     1.00000   135.00000    10.81186
     1.00000   135.00000    11.29779
     1.00000   135.00000    11.83371
     1.00000   135.00000    12.41315
     1.00000   135.00000    13.03030
     1.00000   135.00000    13.68006
     1.00000   135.00000    14.35801
     1.00000   135.00000    15.06033
     1.00000   135.00000    15.78378
     1.00000   135.00000    16.52557
     1.00000   135.00000    17.28336
     1.00000   135.00000    18.05511
     1.00000   135.00000    18.83913
     1.00000   135.00000    19.63393
     1.00000   135.00000    20.43826
     1.00000   135.00000    21.25105
     1.00000   135.00000    22.07134
     1.00000   135.00000    22.89835
     1.00000   135.00000    23.73135
     1.00000   135.00000    24.56976
     1.00000   135.00000    25.41302
     1.00000   135.00000    26.26068
     1.00000   135.00000    27.11232
     1.00000   135.00000    27.96758
     1.00000   135.00000    28.82613
     1.00000   135.00000    29.68769
     1.00000   135.00000    30.55201
     1.00000   135.00000    31.41885
     1.00000   135.00000    32.28802
     1.00000   135.00000    33.15932
     1.00000   135.00000    34.03261
     1.00000   135.00000    34.90773
     1.00000   135.00000    35.78453
     1.00000   135.00000    36.66291
     1.00000   135.00000    37.54275
     1.00000   135.00000    38.42396
     1.00000   135.00000    39.30643
     1.00000   135.00000    40.19009
     1.00000   135.00000    41.07486
     1.00000   135.00000    41.96067
     1.00000   135.00000    42.84746
     1.00000   135.00000    43.73516
     1.00000   135.00000    44.62372
     1.00000   135.00000    45.51310
     1.00000   135.00000    46.40323
     2.00000   138.00000    12.36497
     2.00000   138.00000    11.71282
     2.00000   138.00000    11.09687
     2.00000   138.00000    10.52349
     2.00000   138.00000    10.00000
     2.00000   138.00000     9.53463
     2.00000   138.00000     9.13625
     2.00000   138.00000     8.81396
     2.00000   138.00000     8.57635
     2.00000   138.00000     8.43056
     2.00000   138.00000     8.38140
     2.00000   138.00000     8.43056
     2.00000   138.00000     8.57635
     2.00000   138.00000     8.81396
     2.00000   138.00000     9.13625
     2.00000   138.00000     9.53463
     2.00000   138.00000    10.00000
     2.00000   138.00000    10.52349
     2.00000   138.00000    11.09687
     2.00000   138.00000    11.71282
     2.00000   138.00000    12.36497
     2.00000   138.00000    13.04791
     2.00000   138.00000    13.75704
     2.00000   138.00000    14.48853
     2.00000   138.00000    15.23914
     2.00000   138.00000    16.00620
     2.00000   138.00000    16.78744
     2.00000   138.00000    17.58098
     2.00000   138.00000    18.38523
     2.00000   138.00000    19.19883
     2.00000   138.00000    20.02065
     2.00000   138.00000    20.84972
     2.00000   138.00000    21.68520
     2.00000   138.00000    22.52638
     2.00000   138.00000    23.37265
     2.00000   138.00000    24.22348
     2.00000   138.00000    25.07839
     2.00000   138.00000    25.93699
     2.00000   138.00000    26.79891
     2.00000   138.00000    27.66386
     2.00000   138.00000    28.53155
     2.00000   138.00000    29.40175
     2.00000   138.00000    30.27423
     2.00000   138.00000    31.14880
     2.00000   138.00000    32.02530
     2.00000   138.00000    32.90356
     2.00000   138.00000    33.78346
     2.00000   138.00000    34.66486
     2.00000   138.00000    35.54766
     2.00000   138.00000    36.43176
     2.00000   138.00000    37.31705
     2.00000   138.00000    38.20346
     2.00000   138.00000    39.09091
     2.00000   138.00000    39.97934
     2.00000   138.00000    40.86866
     2.00000   138.00000    41.75885
     2.00000   138.00000    42.64983
     2.00000   138.00000    43.54156
     2.00000   138.00000    44.43400
     2.00000   138.00000    45.32709
     2.00000   138.00000    46.22081
     2.00000   141.00000    11.78316
     2.00000   141.00000    11.09687
     2.00000   141.00000    10.44466
     2.00000   141.00000     9.83332
     2.00000   141.00000     9.27094
     2.00000   141.00000     8.76696
     2.00000   141.00000     8.33196
     2.00000   141.00000     7.97724
     2.00000   141.00000     7.71389
     2.00000   141.00000     7.55148
     2.00000   141.00000     7.49656
     2.00000   141.00000     7.55148
     2.00000   141.00000     7.71389
     2.00000   141.00000     7.97724
     2.00000   141.00000     8.33196
     2.00000   141.00000     8.76696
     2.00000   141.00000     9.27094
     2.00000   141.00000     9.83332
     2.00000   141.00000    10.44466
     2.00000   141.00000    11.09687
     2.00000   141.00000    11.78316
     2.00000   141.00000    12.49793
     2.00000   141.00000    13.23656
     2.00000   141.00000    13.99528
     2.00000   141.00000    14.77098
     2.00000   141.00000    15.56113
     2.00000   141.00000    16.36364
     2.00000   141.00000    17.17677
     2.00000   141.00000    17.99908
     2.00000   141.00000    18.82938
     2.00000   141.00000    19.66664
     2.00000   141.00000    20.51003
     2.00000   141.00000    21.35880
     2.00000   141.00000    22.21235
     2.00000   141.00000    23.07014
     2.00000   141.00000    23.93172
     2.00000   141.00000    24.79669
     2.00000   141.00000    25.66472
     2.00000   141.00000    26.53549
     2.00000   141.00000    27.40875
     2.00000   141.00000    28.28427
     2.00000   141.00000    29.16184
     2.00000   141.00000    30.04129
     2.00000   141.00000    30.92246
     2.00000   141.00000    31.80519
     2.00000   141.00000    32.68937
     2.00000   141.00000    33.57488
     2.00000   141.00000    34.46162
     2.00000   141.00000    35.34949
     2.00000   141.00000    36.23842
     2.00000   141.00000    37.12832
     2.00000   141.00000    38.01913
     2.00000   141.00000    38.91079
     2.00000   141.00000    39.80323
     2.00000   141.00000    40.69641
     2.00000   141.00000    41.59029
     2.00000   141.00000    42.48481
     2.00000   141.00000    43.37993
     2.00000   141.00000    44.27562
     2.00000   141.00000    45.17185
     2.00000   141.00000    46.06858
     3.00000   144.00000    11.19983
     3.00000   144.00000    10.47539
     3.00000   144.00000     9.78183
     3.00000   144.00000     9.12619
     3.00000   144.00000     8.51725
     3.00000   144.00000     7.96572
     3.00000   144.00000     7.48430
     3.00000   144.00000     7.08728
     3.00000   144.00000     6.78950
     3.00000   144.00000     6.60439
     3.00000   144.00000     6.54153
     3.00000   144.00000     6.60439
     3.00000   144.00000     6.78950
     3.00000   144.00000     7.08728
     3.00000   144.00000     7.48430
     3.00000   144.00000     7.96572
     3.00000   144.00000     8.51725
     3.00000   144.00000     9.12619
     3.00000   144.00000     9.78183
     3.00000   144.00000    10.47539
     3.00000   144.00000    11.19983
     3.00000   144.00000    11.94954
     3.00000   144.00000    12.72006
     3.00000   144.00000    13.50781
     3.00000   144.00000    14.30996
     3.00000   144.00000    15.12422
     3.00000   144.00000    15.94872
     3.00000   144.00000    16.78197
     3.00000   144.00000    17.62272
     3.00000   144.00000    18.46994
     3.00000   144.00000    19.32278
     3.00000   144.00000    20.18054
     3.00000   144.00000    21.04261
     3.00000   144.00000    21.90848
     3.00000   144.00000    22.77772
     3.00000   144.00000    23.64996
     3.00000   144.00000    24.52487
     3.00000   144.00000    25.40218
     3.00000   144.00000    26.28165
     3.00000   144.00000    27.16308
     3.00000   144.00000    28.04627
     3.00000   144.00000    28.93106
     3.00000   144.00000    29.81732
     3.00000   144.00000    30.70491
     3.00000   144.00000    31.59372
     3.00000   144.00000    32.48366
     3.00000   144.00000    33.37463
     3.00000   144.00000    34.26655
     3.00000   144.00000    35.15935
     3.00000   144.00000    36.05297
     3.00000   144.00000    36.94733
     3.00000   144.00000    37.84241
     3.00000   144.00000    38.73813
     3.00000   144.00000    39.63446
     3.00000   144.00000    40.53136
     3.00000   144.00000    41.42880
     3.00000   144.00000    42.32673
     3.00000   144.00000    43.22512
     3.00000   144.00000    44.12396
     3.00000   144.00000    45.02320
     3.00000   144.00000    45.92284
     4.00000   147.00000    10.67080
     4.00000   147.00000     9.90775
     4.00000   147.00000     9.17136
     4.00000   147.00000     8.46860
     4.00000   147.00000     7.80854
     4.00000   147.00000     7.20295
     4.00000   147.00000     6.66667
     4.00000   147.00000     6.21766
     4.00000   147.00000     5.87598
     4.00000   147.00000     5.66107
     4.00000   147.00000     5.58760
     4.00000   147.00000     5.66107
     4.00000   147.00000     5.87598
     4.00000   147.00000     6.21766
     4.00000   147.00000     6.66667
     4.00000   147.00000     7.20295
     4.00000   147.00000     7.80854
     4.00000   147.00000     8.46860
     4.00000   147.00000     9.17136
     4.00000   147.00000     9.90775
     4.00000   147.00000    10.67080
     4.00000   147.00000    11.45519
     4.00000   147.00000    12.25682
     4.00000   147.00000    13.07252
     4.00000   147.00000    13.89981
     4.00000   147.00000    14.73675
     4.00000   147.00000    15.58177
     4.00000   147.00000    16.43363
     4.00000   147.00000    17.29132
     4.00000   147.00000    18.15402
     4.00000   147.00000    19.02104
     4.00000   147.00000    19.89181
     4.00000   147.00000    20.76587
     4.00000   147.00000    21.64281
     4.00000   147.00000    22.52231
     4.00000   147.00000    23.40406
     4.00000   147.00000    24.28784
     4.00000   147.00000    25.17341
     4.00000   147.00000    26.06061
     4.00000   147.00000    26.94926
     4.00000   147.00000    27.83923
     4.00000   147.00000    28.73040
     4.00000   147.00000    29.62267
     4.00000   147.00000    30.51592
     4.00000   147.00000    31.41008
     4.00000   147.00000    32.30508
     4.00000   147.00000    33.20084
     4.00000   147.00000    34.09731
     4.00000   147.00000    34.99442
     4.00000   147.00000    35.89214
     4.00000   147.00000    36.79042
     4.00000   147.00000    37.68922
     4.00000   147.00000    38.58850
     4.00000   147.00000    39.48823
     4.00000   147.00000    40.38838
     4.00000   147.00000    41.28892
     4.00000   147.00000    42.18983
     4.00000   147.00000    43.09108
     4.00000   147.00000    43.99266
     4.00000   147.00000    44.89453
     4.00000   147.00000    45.79669
     4.00000   150.00000    10.23597
     4.00000   150.00000     9.43783
     4.00000   150.00000     8.66158
     4.00000   150.00000     7.91368
     4.00000   150.00000     7.20295
     4.00000   150.00000     6.54153
     4.00000   150.00000     5.94588
     4.00000   150.00000     5.43768
     4.00000   150.00000     5.04343
     4.00000   150.00000     4.79133
     4.00000   150.00000     4.70430
     4.00000   150.00000     4.79133
     4.00000   150.00000     5.04343
