# Created by Octave 2.1.73, Thu Jun 16 17:03:18 2022 CEST <sanchezh@ist-oar>
# name: esca2
# type: matrix
# rows: 2
# columns: 2
 32.00004 0.01175689225
 34.00004 0.01175689225
